InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,SourceYear,IsCancelled,Year,Month,YearMonth,DayOfWeek,Hour,Revenue
510331,22466,FAIRY TALE COTTAGE NIGHTLIGHT,12,2010-05-28 13:57:00,1.95,13081.0,United Kingdom,2009-2010,False,2010,5,2010-05,Friday,13,23.4
545719,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,4,2011-03-07 10:28:00,9.95,13344.0,United Kingdom,2010-2011,False,2011,3,2011-03,Monday,10,39.8
494866,21114,LAVENDER SCENTED FABRIC HEART,15,2010-01-19 11:20:00,1.25,16253.0,United Kingdom,2009-2010,False,2010,1,2010-01,Tuesday,11,18.75
554310,21171,BATHROOM METAL SIGN ,2,2011-05-23 15:25:00,3.29,,United Kingdom,2010-2011,False,2011,5,2011-05,Monday,15,6.58
516776,22569,FELTCRAFT CUSHION BUTTERFLY,1,2010-07-22 19:42:00,3.75,14166.0,United Kingdom,2009-2010,False,2010,7,2010-07,Thursday,19,3.75
581451,22627,MINT KITCHEN SCALES,2,2011-12-08 17:57:00,8.5,17144.0,United Kingdom,2010-2011,False,2011,12,2011-12,Thursday,17,17.0
505397,21462,"NURSERY A,B,C PAINTED LETTERS",2,2010-04-22 09:54:00,6.75,15633.0,United Kingdom,2009-2010,False,2010,4,2010-04,Thursday,9,13.5
575932,23302,KNEELING MAT HOUSEWORK  DESIGN,5,2011-11-13 10:35:00,1.65,16923.0,United Kingdom,2010-2011,False,2011,11,2011-11,Sunday,10,8.25
515475,37448,CERAMIC CAKE DESIGN SPOTTED MUG,24,2010-07-13 09:35:00,1.49,16320.0,Unspecified,2009-2010,False,2010,7,2010-07,Tuesday,9,35.76
530115,22382,LUNCH BAG SPACEBOY DESIGN ,1,2010-11-01 14:22:00,1.65,17190.0,United Kingdom,2009-2010,False,2010,11,2010-11,Monday,14,1.65
510983,21746,SMALL RED RETROSPOT WINDMILL,4,2010-06-04 12:23:00,2.51,,United Kingdom,2009-2010,False,2010,6,2010-06,Friday,12,10.04
513190,21908,CHOCOLATE THIS WAY METAL SIGN,1,2010-06-22 14:21:00,2.1,16894.0,United Kingdom,2009-2010,False,2010,6,2010-06,Tuesday,14,2.1
550437,21896,POTTING SHED TWINE,12,2011-04-18 12:14:00,2.1,16923.0,United Kingdom,2010-2011,False,2011,4,2011-04,Monday,12,25.200000000000003
576329,22422,TOOTHPASTE TUBE PEN,2,2011-11-14 15:22:00,1.25,,United Kingdom,2010-2011,False,2011,11,2011-11,Monday,15,2.5
547658,22229,BUNNY WOODEN PAINTED WITH FLOWER ,2,2011-03-24 13:04:00,0.85,13736.0,United Kingdom,2010-2011,False,2011,3,2011-03,Thursday,13,1.7
548358,22305,COFFEE MUG PINK PAISLEY DESIGN,6,2011-03-30 15:29:00,2.55,15832.0,United Kingdom,2010-2011,False,2011,3,2011-03,Wednesday,15,15.299999999999999
492012,22070,SMALL RETRO SPOT MUG IN BOX  RED,4,2009-12-15 11:49:00,3.75,17625.0,United Kingdom,2009-2010,False,2009,12,2009-12,Tuesday,11,15.0
541486,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,2011-01-18 13:15:00,8.5,18109.0,United Kingdom,2010-2011,False,2011,1,2011-01,Tuesday,13,17.0
537457,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2010-12-07 09:51:00,1.45,17511.0,United Kingdom,2009-2010,False,2010,12,2010-12,Tuesday,9,232.0
573413,21328,BALLOONS  WRITING SET ,2,2011-10-30 16:12:00,1.65,15444.0,United Kingdom,2010-2011,False,2011,10,2011-10,Sunday,16,3.3
510866,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,1,2010-06-04 09:52:00,4.95,,United Kingdom,2009-2010,False,2010,6,2010-06,Friday,9,4.95
545897,23180,MUM'S KITCHEN CLOCK,1,2011-03-07 17:22:00,9.96,,United Kingdom,2010-2011,False,2011,3,2011-03,Monday,17,9.96
514512,21527,RED RETROSPOT TRADITIONAL TEAPOT ,1,2010-07-04 13:33:00,7.95,14247.0,United Kingdom,2009-2010,False,2010,7,2010-07,Sunday,13,7.95
567901,23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,1,2011-09-22 16:28:00,2.92,,United Kingdom,2010-2011,False,2011,9,2011-09,Thursday,16,2.92
515957,21745,GAOLERS KEYS DECORATIVE GARDEN ,1,2010-07-15 20:05:00,3.75,17921.0,United Kingdom,2009-2010,False,2010,7,2010-07,Thursday,20,3.75
532994,22946,WOODEN ADVENT CALENDAR CREAM,3,2010-11-15 14:30:00,16.95,16933.0,United Kingdom,2009-2010,False,2010,11,2010-11,Monday,14,50.849999999999994
548492,22499,WOODEN UNION JACK BUNTING,1,2011-03-31 13:14:00,5.95,17841.0,United Kingdom,2010-2011,False,2011,3,2011-03,Thursday,13,5.95
527520,22727,ALARM CLOCK BAKELIKE RED ,1,2010-10-18 13:18:00,7.62,,United Kingdom,2009-2010,False,2010,10,2010-10,Monday,13,7.62
572274,23029,DRAWER KNOB CRACKLE GLAZE GREEN,6,2011-10-21 16:48:00,1.65,14031.0,United Kingdom,2010-2011,False,2011,10,2011-10,Friday,16,9.899999999999999
560225,84509E,SET OF 4 CAROUSEL PLACEMATS ,1,2011-07-15 16:27:00,3.29,,United Kingdom,2010-2011,False,2011,7,2011-07,Friday,16,3.29
567477,22381,TOY TIDY PINK POLKADOT,8,2011-09-20 13:20:00,2.1,16327.0,United Kingdom,2010-2011,False,2011,9,2011-09,Tuesday,13,16.8
551852,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,6,2011-05-04 14:52:00,2.95,14948.0,United Kingdom,2010-2011,False,2011,5,2011-05,Wednesday,14,17.700000000000003
534182,21154,RED RETROSPOT OVEN GLOVE ,2,2010-11-21 13:57:00,1.25,17706.0,United Kingdom,2009-2010,False,2010,11,2010-11,Sunday,13,2.5
577723,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,2,2011-11-21 12:36:00,0.55,16713.0,United Kingdom,2010-2011,False,2011,11,2011-11,Monday,12,1.1
549261,22729,ALARM CLOCK BAKELIKE ORANGE,4,2011-04-07 12:35:00,3.75,14903.0,United Kingdom,2010-2011,False,2011,4,2011-04,Thursday,12,15.0
565616,23550,WRAP ALPHABET POSTER  ,25,2011-09-05 15:26:00,0.42,15238.0,United Kingdom,2010-2011,False,2011,9,2011-09,Monday,15,10.5
551860,22697,GREEN REGENCY TEACUP AND SAUCER,2,2011-05-04 15:41:00,2.95,15508.0,United Kingdom,2010-2011,False,2011,5,2011-05,Wednesday,15,5.9
500360,21668,RED STRIPE CERAMIC DRAWER KNOB,12,2010-03-07 15:50:00,1.25,17158.0,United Kingdom,2009-2010,False,2010,3,2010-03,Sunday,15,15.0
536592,22161,HEART DECORATION RUSTIC HANGING ,7,2010-12-01 17:06:00,0.81,,United Kingdom,2010-2011,False,2010,12,2010-12,Wednesday,17,5.67
527950,21533,RETROSPOT LARGE MILK JUG,1,2010-10-19 15:33:00,4.95,16795.0,United Kingdom,2009-2010,False,2010,10,2010-10,Tuesday,15,4.95
533460,22371,AIRLINE BAG VINTAGE TOKYO 78,2,2010-11-17 12:11:00,4.25,15039.0,United Kingdom,2009-2010,False,2010,11,2010-11,Wednesday,12,8.5
564172,22666,RECIPE BOX PANTRY YELLOW DESIGN,2,2011-08-23 14:19:00,2.95,16033.0,United Kingdom,2010-2011,False,2011,8,2011-08,Tuesday,14,5.9
541975,22629,SPACEBOY LUNCH BOX ,12,2011-01-24 14:24:00,1.95,,Hong Kong,2010-2011,False,2011,1,2011-01,Monday,14,23.4
542664,22798,ANTIQUE GLASS DRESSING TABLE POT,2,2011-01-31 12:14:00,5.79,,United Kingdom,2010-2011,False,2011,1,2011-01,Monday,12,11.58
509389,22026,BANQUET BIRTHDAY  CARD  ,4,2010-05-21 17:19:00,0.42,13174.0,United Kingdom,2009-2010,False,2010,5,2010-05,Friday,17,1.68
566432,85230G,ORANGE VOTIVE CANDLE,24,2011-09-12 14:40:00,0.29,13704.0,United Kingdom,2010-2011,False,2011,9,2011-09,Monday,14,6.959999999999999
513248,22567,20 DOLLY PEGS RETROSPOT,12,2010-06-23 10:49:00,1.25,12792.0,Portugal,2009-2010,False,2010,6,2010-06,Wednesday,10,15.0
533740,22570,FELTCRAFT CUSHION RABBIT,1,2010-11-18 14:07:00,7.62,,United Kingdom,2009-2010,False,2010,11,2010-11,Thursday,14,7.62
518681,21471,STRAWBERRY RAFFIA FOOD COVER,2,2010-08-10 17:09:00,3.75,17799.0,United Kingdom,2009-2010,False,2010,8,2010-08,Tuesday,17,7.5
510727,21240,BLUE  SPOTTY CUP,2,2010-06-03 10:28:00,0.85,14646.0,Netherlands,2009-2010,False,2010,6,2010-06,Thursday,10,1.7
550626,84944,SET OF 6 KASHMIR FOLKART BAUBLES,1,2011-04-19 14:23:00,4.25,13184.0,United Kingdom,2010-2011,False,2011,4,2011-04,Tuesday,14,4.25
534289,21098,CHRISTMAS TOILET ROLL,14,2010-11-22 11:25:00,2.51,,United Kingdom,2009-2010,False,2010,11,2010-11,Monday,11,35.14
537434,84913A,SOFT PINK ROSE TOWEL ,2,2010-12-06 16:57:00,3.36,,United Kingdom,2009-2010,False,2010,12,2010-12,Monday,16,6.72
509402,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,2010-05-23 11:25:00,1.65,16782.0,United Kingdom,2009-2010,False,2010,5,2010-05,Sunday,11,1.65
545821,21389,IVORY HANGING DECORATION  BIRD,12,2011-03-07 12:50:00,0.85,13001.0,United Kingdom,2010-2011,False,2011,3,2011-03,Monday,12,10.2
496247,46776A,WOVEN BUBBLE GUM CUSHION COVER,2,2010-01-29 16:11:00,4.95,,United Kingdom,2009-2010,False,2010,1,2010-01,Friday,16,9.9
515257,22423,REGENCY CAKESTAND 3 TIER,2,2010-07-09 11:52:00,12.75,17241.0,United Kingdom,2009-2010,False,2010,7,2010-07,Friday,11,25.5
526276,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,2010-10-11 11:50:00,1.25,14756.0,United Kingdom,2009-2010,False,2010,10,2010-10,Monday,11,15.0
507116,22384,LUNCH BAG PINK RETROSPOT,10,2010-05-06 11:30:00,1.45,,United Kingdom,2009-2010,False,2010,5,2010-05,Thursday,11,14.5
538517,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,2,2010-12-12 16:05:00,1.45,17618.0,United Kingdom,2010-2011,False,2010,12,2010-12,Sunday,16,2.9
545690,21755,LOVE BUILDING BLOCK WORD,1,2011-03-06 12:46:00,5.95,13263.0,United Kingdom,2010-2011,False,2011,3,2011-03,Sunday,12,5.95
571505,21071,VINTAGE BILLBOARD DRINK ME MUG,12,2011-10-17 15:19:00,1.25,17244.0,United Kingdom,2010-2011,False,2011,10,2011-10,Monday,15,15.0
569224,23355,HOT WATER BOTTLE KEEP CALM,2,2011-10-02 14:00:00,4.95,15701.0,United Kingdom,2010-2011,False,2011,10,2011-10,Sunday,14,9.9
580720,22867,HAND WARMER BIRD DESIGN,1,2011-12-05 16:55:00,2.1,14629.0,United Kingdom,2010-2011,False,2011,12,2011-12,Monday,16,2.1
547501,23127,DOLLCRAFT GIRL NICOLE,12,2011-03-23 12:41:00,4.95,13408.0,United Kingdom,2010-2011,False,2011,3,2011-03,Wednesday,12,59.400000000000006
569675,22621,TRADITIONAL KNITTING NANCY,12,2011-10-05 14:03:00,1.65,15687.0,United Kingdom,2010-2011,False,2011,10,2011-10,Wednesday,14,19.799999999999997
575069,23536,WALL ART VILLAGE SHOW ,4,2011-11-08 12:51:00,5.95,17637.0,United Kingdom,2010-2011,False,2011,11,2011-11,Tuesday,12,23.8
528866,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2010-10-25 11:16:00,2.95,15955.0,United Kingdom,2009-2010,False,2010,10,2010-10,Monday,11,17.700000000000003
567183,23400,SHELF WITH 4 HOOKS HOME SWEET HOME,4,2011-09-18 15:32:00,6.25,14769.0,United Kingdom,2010-2011,False,2011,9,2011-09,Sunday,15,25.0
531036,85017A,ENVELOPE 50 ROMANTIC IMAGES,1,2010-11-05 11:58:00,0.85,,United Kingdom,2009-2010,False,2010,11,2010-11,Friday,11,0.85
575952,22488,NATURAL SLATE RECTANGLE CHALKBOARD,2,2011-11-13 11:55:00,1.65,16015.0,United Kingdom,2010-2011,False,2011,11,2011-11,Sunday,11,3.3
538040,22112,CHOCOLATE HOT WATER BOTTLE,1,2010-12-09 13:08:00,4.95,16520.0,United Kingdom,2010-2011,False,2010,12,2010-12,Thursday,13,4.95
552269,22926,IVORY GIANT GARDEN THERMOMETER,2,2011-05-08 11:52:00,5.95,16121.0,United Kingdom,2010-2011,False,2011,5,2011-05,Sunday,11,11.9
515013,22470,HEART OF WICKER LARGE,1,2010-07-07 16:29:00,5.91,,United Kingdom,2009-2010,False,2010,7,2010-07,Wednesday,16,5.91
566393,23327,HANGING CLEAR MINI BOTTLE,48,2011-09-12 12:45:00,0.63,13269.0,United Kingdom,2010-2011,False,2011,9,2011-09,Monday,12,30.240000000000002
535485,21181,PLEASE ONE PERSON METAL SIGN,3,2010-11-26 14:40:00,4.21,,United Kingdom,2009-2010,False,2010,11,2010-11,Friday,14,12.629999999999999
532817,22809,SET OF 6 T-LIGHTS SANTA,6,2010-11-14 16:16:00,2.95,14493.0,United Kingdom,2009-2010,False,2010,11,2010-11,Sunday,16,17.700000000000003
511058,85049F,BABY BOOM RIBBONS ,2,2010-06-06 12:26:00,1.25,18149.0,United Kingdom,2009-2010,False,2010,6,2010-06,Sunday,12,2.5
518148,21470,FLOWER VINE RAFFIA FOOD COVER,2,2010-08-04 16:38:00,3.75,16334.0,United Kingdom,2009-2010,False,2010,8,2010-08,Wednesday,16,7.5
506313,21867,PINK UNION JACK  LUGGAGE TAG,1,2010-04-29 11:18:00,2.51,,United Kingdom,2009-2010,False,2010,4,2010-04,Thursday,11,2.51
529331,48116,DOORMAT MULTICOLOUR STRIPE,10,2010-10-27 14:55:00,6.75,15981.0,United Kingdom,2009-2010,False,2010,10,2010-10,Wednesday,14,67.5
536739,22120,WELCOME  WOODEN BLOCK LETTERS,3,2010-12-02 13:08:00,9.95,14180.0,United Kingdom,2009-2010,False,2010,12,2010-12,Thursday,13,29.849999999999998
512736,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2010-06-17 14:04:00,2.95,16554.0,United Kingdom,2009-2010,False,2010,6,2010-06,Thursday,14,17.700000000000003
561502,22852,DOG BOWL VINTAGE CREAM,4,2011-07-27 14:14:00,4.25,14305.0,United Kingdom,2010-2011,False,2011,7,2011-07,Wednesday,14,17.0
491011,48185,DOOR MAT FAIRY CAKE,10,2009-12-08 18:18:00,5.95,16210.0,United Kingdom,2009-2010,False,2009,12,2009-12,Tuesday,18,59.5
527468,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2010-10-18 11:09:00,4.95,17377.0,United Kingdom,2009-2010,False,2010,10,2010-10,Monday,11,14.850000000000001
559513,10133,COLOURING PENCILS BROWN TUBE,2,2011-07-08 15:56:00,0.42,14534.0,United Kingdom,2010-2011,False,2011,7,2011-07,Friday,15,0.84
574684,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,2011-11-06 12:56:00,0.83,17581.0,United Kingdom,2010-2011,False,2011,11,2011-11,Sunday,12,6.64
559337,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-07-07 16:27:00,5.79,,United Kingdom,2010-2011,False,2011,7,2011-07,Thursday,16,11.58
495537,37333,"RETRO ""TEA FOR ONE"" ",1,2010-01-25 15:38:00,11.02,,United Kingdom,2009-2010,False,2010,1,2010-01,Monday,15,11.02
510733,48138,DOOR MAT UNION FLAG,4,2010-06-03 11:12:00,7.49,15502.0,United Kingdom,2009-2010,False,2010,6,2010-06,Thursday,11,29.96
509437,22554,PLASTERS IN TIN WOODLAND ANIMALS,96,2010-05-23 15:21:00,1.45,12409.0,Switzerland,2009-2010,False,2010,5,2010-05,Sunday,15,139.2
538307,21911,GARDEN METAL SIGN ,1,2010-12-10 13:27:00,1.65,14667.0,United Kingdom,2010-2011,False,2010,12,2010-12,Friday,13,1.65
534652,21485,RETROSPOT HEART HOT WATER BOTTLE,1,2010-11-23 13:26:00,4.95,14170.0,United Kingdom,2009-2010,False,2010,11,2010-11,Tuesday,13,4.95
537237,35971,ROSE FOLKART HEART DECORATIONS,1,2010-12-06 09:58:00,2.51,,United Kingdom,2009-2010,False,2010,12,2010-12,Monday,9,2.51
556484,20727,LUNCH BAG  BLACK SKULL.,3,2011-06-12 13:17:00,1.65,16938.0,United Kingdom,2010-2011,False,2011,6,2011-06,Sunday,13,4.949999999999999
515768,85049C,ROMANTIC PINKS RIBBONS ,1,2010-07-14 14:30:00,1.25,18096.0,United Kingdom,2009-2010,False,2010,7,2010-07,Wednesday,14,1.25
515954,22501,PICNIC BASKET WICKER LARGE,1,2010-07-15 19:21:00,9.95,15908.0,United Kingdom,2009-2010,False,2010,7,2010-07,Thursday,19,9.95
505884,45008C,DECORATIVE NET CANOPY CREAM,2,2010-04-26 13:54:00,8.95,14911.0,EIRE,2009-2010,False,2010,4,2010-04,Monday,13,17.9
559330,22915,ASSORTED BOTTLE TOP  MAGNETS ,12,2011-07-07 15:44:00,0.42,17696.0,United Kingdom,2010-2011,False,2011,7,2011-07,Thursday,15,5.04
508228,21158,MOODY GIRL DOOR HANGER ,1,2010-05-13 16:49:00,3.36,,United Kingdom,2009-2010,False,2010,5,2010-05,Thursday,16,3.36
533348,22730,ALARM CLOCK BAKELIKE IVORY,1,2010-11-17 09:23:00,7.62,,United Kingdom,2009-2010,False,2010,11,2010-11,Wednesday,9,7.62
579741,21889,WOODEN BOX OF DOMINOES,1,2011-11-30 14:33:00,1.25,16910.0,United Kingdom,2010-2011,False,2011,11,2011-11,Wednesday,14,1.25
536876,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,1,2010-12-03 11:36:00,5.91,,United Kingdom,2010-2011,False,2010,12,2010-12,Friday,11,5.91
491127,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,2009-12-09 16:00:00,3.95,18065.0,United Kingdom,2009-2010,False,2009,12,2009-12,Wednesday,16,15.8
550389,21224,SET/4 SKULL BADGES,3,2011-04-18 11:53:00,1.25,17284.0,United Kingdom,2010-2011,False,2011,4,2011-04,Monday,11,3.75
569697,22625,RED KITCHEN SCALES,2,2011-10-05 15:38:00,8.5,17647.0,United Kingdom,2010-2011,False,2011,10,2011-10,Wednesday,15,17.0
543235,48138,DOORMAT UNION FLAG,1,2011-02-04 13:30:00,7.95,14462.0,United Kingdom,2010-2011,False,2011,2,2011-02,Friday,13,7.95
499400,22374,AIRLINE BAG VINTAGE JET SET RED,2,2010-02-26 13:28:00,6.35,13889.0,United Kingdom,2009-2010,False,2010,2,2010-02,Friday,13,12.7
559052,22386,JUMBO BAG PINK POLKADOT,14,2011-07-05 16:53:00,2.08,,United Kingdom,2010-2011,False,2011,7,2011-07,Tuesday,16,29.12
574476,23329,DECORATIVE WICKER HEART LARGE,3,2011-11-04 12:20:00,1.65,17203.0,United Kingdom,2010-2011,False,2011,11,2011-11,Friday,12,4.949999999999999
581149,82580,BATHROOM METAL SIGN,4,2011-12-07 14:12:00,0.55,15471.0,United Kingdom,2010-2011,False,2011,12,2011-12,Wednesday,14,2.2
522452,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2010-09-14 15:30:00,1.25,16206.0,United Kingdom,2009-2010,False,2010,9,2010-09,Tuesday,15,15.0
533959,22632,HAND WARMER RED RETROSPOT,36,2010-11-19 12:56:00,2.1,12921.0,United Kingdom,2009-2010,False,2010,11,2010-11,Friday,12,75.60000000000001
574481,22082,RIBBON REEL STRIPES DESIGN ,1,2011-11-04 12:45:00,1.65,18022.0,United Kingdom,2010-2011,False,2011,11,2011-11,Friday,12,1.65
512733,21542,WOODLAND WATER TRANSFER TATTOOS ,1,2010-06-17 13:48:00,1.66,,United Kingdom,2009-2010,False,2010,6,2010-06,Thursday,13,1.66
536845,20727,LUNCH BAG  BLACK SKULL.,1,2010-12-02 19:18:00,1.65,17961.0,United Kingdom,2010-2011,False,2010,12,2010-12,Thursday,19,1.65
520405,20681,PINK SPOTTY CHILDS UMBRELLA,3,2010-08-25 17:27:00,3.25,17338.0,United Kingdom,2009-2010,False,2010,8,2010-08,Wednesday,17,9.75
503428,20846,ZINC HEART LATTICE T-LIGHT HOLDER,3,2010-03-31 17:31:00,2.51,,United Kingdom,2009-2010,False,2010,3,2010-03,Wednesday,17,7.529999999999999
521398,47591B,SCOTTIES CHILDRENS APRON,2,2010-09-05 16:10:00,1.65,14415.0,United Kingdom,2009-2010,False,2010,9,2010-09,Sunday,16,3.3
541711,22450,SILK PURSE BABUSHKA BLUE,18,2011-01-21 11:18:00,3.35,14646.0,Netherlands,2010-2011,False,2011,1,2011-01,Friday,11,60.300000000000004
579132,23215,JINGLE BELL HEART ANTIQUE SILVER,3,2011-11-28 12:35:00,2.08,15022.0,United Kingdom,2010-2011,False,2011,11,2011-11,Monday,12,6.24
561631,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2011-07-28 14:27:00,1.25,14911.0,EIRE,2010-2011,False,2011,7,2011-07,Thursday,14,15.0
564337,84859C,PINK DISCO HANDBAG,12,2011-08-24 14:40:00,1.95,12649.0,Germany,2010-2011,False,2011,8,2011-08,Wednesday,14,23.4
544106,22766,PHOTO FRAME CORNICE,4,2011-02-16 10:47:00,2.95,14530.0,United Kingdom,2010-2011,False,2011,2,2011-02,Wednesday,10,11.8
570872,23350,ROLL WRAP VINTAGE SPOT ,1,2011-10-12 16:40:00,2.46,,United Kingdom,2010-2011,False,2011,10,2011-10,Wednesday,16,2.46
543852,22355,CHARLOTTE BAG SUKI DESIGN,30,2011-02-14 11:57:00,0.85,14258.0,United Kingdom,2010-2011,False,2011,2,2011-02,Monday,11,25.5
567668,23184,BULL DOG BOTTLE OPENER,1,2011-09-21 15:29:00,10.79,,United Kingdom,2010-2011,False,2011,9,2011-09,Wednesday,15,10.79
546891,22687,DOORMAT CHRISTMAS VILLAGE,1,2011-03-17 18:18:00,15.79,,United Kingdom,2010-2011,False,2011,3,2011-03,Thursday,18,15.79
539049,22507,MEMO BOARD RETROSPOT  DESIGN,8,2010-12-15 16:21:00,4.95,15615.0,United Kingdom,2010-2011,False,2010,12,2010-12,Wednesday,16,39.6
568428,22725,ALARM CLOCK BAKELIKE CHOCOLATE,3,2011-09-27 11:27:00,3.75,14419.0,United Kingdom,2010-2011,False,2011,9,2011-09,Tuesday,11,11.25
544909,21198,WHITE HEART CONFETTI IN TUBE,48,2011-02-24 14:32:00,0.42,14298.0,United Kingdom,2010-2011,False,2011,2,2011-02,Thursday,14,20.16
533065,22381,TOY TIDY PINK POLKADOT,1,2010-11-15 17:04:00,4.21,,United Kingdom,2009-2010,False,2010,11,2010-11,Monday,17,4.21
534368,22322,BIRD DECORATION GREEN POLKADOT,12,2010-11-22 11:59:00,0.85,12841.0,United Kingdom,2009-2010,False,2010,11,2010-11,Monday,11,10.2
562843,23302,KNEELING MAT HOUSEWORK  DESIGN,1,2011-08-09 17:37:00,3.29,,United Kingdom,2010-2011,False,2011,8,2011-08,Tuesday,17,3.29
539015,84949,SILVER HANGING T-LIGHT HOLDER,12,2010-12-15 13:38:00,1.65,15822.0,United Kingdom,2010-2011,False,2010,12,2010-12,Wednesday,13,19.799999999999997
509197,21462,"NURSERY A,B,C PAINTED LETTERS",1,2010-05-20 19:29:00,6.75,13291.0,United Kingdom,2009-2010,False,2010,5,2010-05,Thursday,19,6.75
563193,22670,FRENCH WC SIGN BLUE METAL,1,2011-08-12 16:30:00,2.46,,United Kingdom,2010-2011,False,2011,8,2011-08,Friday,16,2.46
542087,84991,60 TEATIME FAIRY CAKE CASES,24,2011-01-25 12:35:00,0.55,14849.0,United Kingdom,2010-2011,False,2011,1,2011-01,Tuesday,12,13.200000000000001
514912,22469,HEART OF WICKER SMALL,1,2010-07-07 11:17:00,3.36,,United Kingdom,2009-2010,False,2010,7,2010-07,Wednesday,11,3.36
578814,22809,SET OF 6 T-LIGHTS SANTA,1,2011-11-25 13:40:00,2.95,12748.0,United Kingdom,2010-2011,False,2011,11,2011-11,Friday,13,2.95
498013,21215, IVORY PAPER CUP CAKE CASES ,1,2010-02-15 14:49:00,0.55,15311.0,United Kingdom,2009-2010,False,2010,2,2010-02,Monday,14,0.55
556365,22083,PAPER CHAIN KIT RETROSPOT,3,2011-06-10 11:44:00,2.95,16370.0,United Kingdom,2010-2011,False,2011,6,2011-06,Friday,11,8.850000000000001
501272,21911,GARDEN METAL SIGN ,5,2010-03-15 13:34:00,1.65,13543.0,United Kingdom,2009-2010,False,2010,3,2010-03,Monday,13,8.25
500382,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2010-03-08 10:32:00,0.21,16351.0,United Kingdom,2009-2010,False,2010,3,2010-03,Monday,10,10.08
579155,22151,PLACE SETTING WHITE HEART,6,2011-11-28 13:37:00,0.42,18101.0,United Kingdom,2010-2011,False,2011,11,2011-11,Monday,13,2.52
499482,POST,POSTAGE,3,2010-02-28 13:25:00,18.0,12471.0,Germany,2009-2010,False,2010,2,2010-02,Sunday,13,54.0
568703,22398,MAGNETS PACK OF 4 SWALLOWS,12,2011-09-28 15:21:00,0.39,12748.0,United Kingdom,2010-2011,False,2011,9,2011-09,Wednesday,15,4.68
548715,23077,DOUGHNUT LIP GLOSS ,20,2011-04-03 15:22:00,1.25,17758.0,United Kingdom,2010-2011,False,2011,4,2011-04,Sunday,15,25.0
579555,85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",4,2011-11-30 11:08:00,0.39,16241.0,United Kingdom,2010-2011,False,2011,11,2011-11,Wednesday,11,1.56
577411,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,4,2011-11-20 11:00:00,3.75,17387.0,United Kingdom,2010-2011,False,2011,11,2011-11,Sunday,11,15.0
577768,22968,ROSE COTTAGE KEEPSAKE BOX ,2,2011-11-21 15:18:00,19.96,,United Kingdom,2010-2011,False,2011,11,2011-11,Monday,15,39.92
534030,22986,GINGHAM ROSE WRAP,25,2010-11-19 15:13:00,0.42,12721.0,France,2009-2010,False,2010,11,2010-11,Friday,15,10.5
528349,21991,BOHEMIAN COLLAGE STATIONERY SET,6,2010-10-21 14:21:00,2.95,13936.0,United Kingdom,2009-2010,False,2010,10,2010-10,Thursday,14,17.700000000000003
551718,21086,SET/6 RED SPOTTY PAPER CUPS,1,2011-05-03 16:06:00,1.63,,United Kingdom,2010-2011,False,2011,5,2011-05,Tuesday,16,1.63
536052,22840,ROUND CAKE TIN VINTAGE RED,2,2010-11-30 09:46:00,7.95,13999.0,United Kingdom,2009-2010,False,2010,11,2010-11,Tuesday,9,15.9
500575,22199,FRYING PAN RED POLKADOT ,1,2010-03-08 16:53:00,8.47,,United Kingdom,2009-2010,False,2010,3,2010-03,Monday,16,8.47
501572,22348,TEA BAG PLATE RED SPOTTY ,12,2010-03-18 09:12:00,0.85,16571.0,United Kingdom,2009-2010,False,2010,3,2010-03,Thursday,9,10.2
532571,22837,HOT WATER BOTTLE BABUSHKA ,5,2010-11-12 13:43:00,4.65,17006.0,United Kingdom,2009-2010,False,2010,11,2010-11,Friday,13,23.25
580094,23283,DOORMAT VINTAGE LEAF,1,2011-12-01 14:50:00,8.25,15904.0,United Kingdom,2010-2011,False,2011,12,2011-12,Thursday,14,8.25
524112,22651,GENTLEMAN SHIRT REPAIR KIT ,12,2010-09-27 13:24:00,0.85,15358.0,United Kingdom,2009-2010,False,2010,9,2010-09,Monday,13,10.2
